player_name,posicion,equipo,marketValue,pred_var_1d,pred_pct_1d,pred_mv_mañana,mv_real_9feb,var_real_api,var_real,var_real_pct,error_abs,error_pct,error_con_signo,pred_sube,real_sube,acierto_direccion
Iván Villar,1,Real Club Celta de Vigo SAD,595842.0,737.9363,0.12,596579.9362792969,595842.0,2297.0,0.0,0.0,737.936279296875,0.12,737.936279296875,True,True,True
Vesga,3,Athletic Club,596402.0,737.9363,0.12,597139.9362792969,596402.0,2274.0,0.0,0.0,737.936279296875,0.12,737.936279296875,True,True,True
Lucas Laso,2,Getafe Club de Fútbol SAD,590992.0,737.9363,0.12,591729.9362792969,590992.0,2500.0,0.0,0.0,737.936279296875,0.12,737.936279296875,True,True,True
Álvaro García,0,Deportivo Alavés SAD,590992.0,737.9363,0.12,591729.9362792969,17899880.0,68105.0,17308888.0,2928.79,17308150.063720703,96.69,-17308150.063720703,True,True,True
Portu,4,Girona Fútbol Club SAD,596950.0,737.9363,0.12,597687.9362792969,596950.0,2251.0,0.0,0.0,737.936279296875,0.12,737.936279296875,True,True,True
Guevara,3,Deportivo Alavés SAD,597556.0,737.9363,0.12,598293.9362792969,597556.0,2226.0,0.0,0.0,737.936279296875,0.12,737.936279296875,True,True,True
Nyland,1,Sevilla Fútbol Club SAD,620607.0,619.6779,0.1,621226.6779174805,620607.0,1266.0,0.0,0.0,619.6779174804688,0.1,619.6779174804688,True,True,True
Peque,4,Sevilla Fútbol Club SAD,598223.0,448.0448,0.07,598671.0447998047,598223.0,2198.0,0.0,0.0,448.0447998046875,0.07,448.0447998046875,True,True,True
David López,2,Real Club Deportivo Mallorca SAD,595427.0,384.79462,0.06,595811.7946166992,595427.0,2315.0,0.0,0.0,384.79461669921875,0.06,384.79461669921875,True,True,True
David López,2,Real Club Deportivo Mallorca SAD,595427.0,384.79462,0.06,595811.7946166992,607128.0,1827.0,11701.0,1.97,11316.205383300781,1.86,-11316.205383300781,True,True,True
Javi Galán,2,Club Atlético Osasuna,2894033.0,-88.57747,-0.0,2893944.422531128,2894033.0,7407.0,0.0,0.0,88.57746887207031,0.0,-88.57746887207031,False,True,False
Fran Beltrán,3,Girona Fútbol Club SAD,626666.0,-332.2944,-0.05,626333.7055969238,626666.0,1013.0,0.0,0.0,332.2944030761719,0.05,-332.2944030761719,False,True,False
Mario Martín,3,Getafe Club de Fútbol SAD,637180.0,-332.2944,-0.05,636847.7055969238,637180.0,575.0,0.0,0.0,332.2944030761719,0.05,-332.2944030761719,False,True,False
Fran García,2,Real Madrid Club de Fútbol,621714.0,-332.2944,-0.05,621381.7055969238,621714.0,1219.0,0.0,0.0,332.2944030761719,0.05,-332.2944030761719,False,True,False
Kike García,4,RCD Espanyol de Barcelona,630072.0,-332.2944,-0.05,629739.7055969238,630072.0,871.0,0.0,0.0,332.2944030761719,0.05,-332.2944030761719,False,True,False
Christensen,2,Fútbol Club Barcelona,644462.0,-1036.6824,-0.16,643425.3176269531,644462.0,272.0,0.0,0.0,1036.682373046875,0.16,-1036.682373046875,False,True,False
Pol Lozano,3,RCD Espanyol de Barcelona,640060.0,-1036.6824,-0.16,639023.3176269531,640060.0,455.0,0.0,0.0,1036.682373046875,0.16,-1036.682373046875,False,True,False
Nelson Deossa,3,Real Betis Balompié SAD,640098.0,-1036.6824,-0.16,639061.3176269531,640098.0,454.0,0.0,0.0,1036.682373046875,0.16,-1036.682373046875,False,True,False
Urko,3,RCD Espanyol de Barcelona,646959.0,-1036.6824,-0.16,645922.3176269531,646959.0,168.0,0.0,0.0,1036.682373046875,0.16,-1036.682373046875,False,True,False
Gudelj,3,Sevilla Fútbol Club SAD,651139.0,-1601.0145,-0.25,649537.9854736328,651139.0,-7.0,0.0,0.0,1601.0145263671875,0.25,-1601.0145263671875,False,False,True
Ruggeri,2,Club Atlético de Madrid SAD,3223614.0,-2099.2795,-0.07,3221514.7204589844,3223614.0,9089.0,0.0,0.0,2099.279541015625,0.07,-2099.279541015625,False,True,False
André Silva,4,Elche Club de Fútbol SAD,2041958.0,-2226.51,-0.11,2039731.4899902344,2041958.0,-19760.0,0.0,0.0,2226.510009765625,0.11,-2226.510009765625,False,False,True
Marc Roca,3,Real Betis Balompié SAD,1656192.0,-2306.6418,-0.14,1653885.3581542969,1656192.0,-8439.0,0.0,0.0,2306.641845703125,0.14,-2306.641845703125,False,False,True
Remiro,1,Real Sociedad de Fútbol SAD,4993164.0,-3236.047,-0.06,4989927.952880859,4993164.0,-3854.0,0.0,0.0,3236.047119140625,0.06,-3236.047119140625,False,False,True
Torró,3,Club Atlético Osasuna,696067.0,-3446.133,-0.5,692620.8669433594,696067.0,-1879.0,0.0,0.0,3446.133056640625,0.5,-3446.133056640625,False,False,True
Caleta-Car,2,Real Sociedad de Fútbol SAD,653381.0,-3587.03,-0.55,649793.9699707031,653381.0,-100.0,0.0,0.0,3587.030029296875,0.55,-3587.030029296875,False,False,True
Juan Iglesias,2,Getafe Club de Fútbol SAD,814812.0,-3993.2805,-0.49,810818.7194824219,814812.0,-1095.0,0.0,0.0,3993.280517578125,0.49,-3993.280517578125,False,False,True
Foulquier,2,Valencia Club de Fútbol SAD,661230.0,-4082.0671,-0.62,657147.9328613281,661230.0,-427.0,0.0,0.0,4082.067138671875,0.62,-4082.067138671875,False,False,True
Abel Bretones,2,Club Atlético Osasuna,691293.0,-4082.0671,-0.59,687210.9328613281,691293.0,-1680.0,0.0,0.0,4082.067138671875,0.59,-4082.067138671875,False,False,True
Almeida,3,Valencia Club de Fútbol SAD,698249.0,-4082.0671,-0.58,694166.9328613281,698249.0,-1969.0,0.0,0.0,4082.067138671875,0.58,-4082.067138671875,False,False,True
Copete,2,Valencia Club de Fútbol SAD,703955.0,-4082.0671,-0.58,699872.9328613281,703955.0,-2207.0,0.0,0.0,4082.067138671875,0.58,-4082.067138671875,False,False,True
Azpilicueta,2,Sevilla Fútbol Club SAD,687938.0,-4082.0671,-0.59,683855.9328613281,687938.0,-1540.0,0.0,0.0,4082.067138671875,0.59,-4082.067138671875,False,False,True
Manu Sánchez,2,Levante Unión Deportiva SAD,669729.0,-4082.0671,-0.61,665646.9328613281,669729.0,-781.0,0.0,0.0,4082.067138671875,0.61,-4082.067138671875,False,False,True
Sadiq,4,Valencia Club de Fútbol SAD,661006.0,-4082.0671,-0.62,656923.9328613281,661006.0,-418.0,0.0,0.0,4082.067138671875,0.62,-4082.067138671875,False,False,True
Moi Gómez,3,Club Atlético Osasuna,712430.0,-4082.0671,-0.57,708347.9328613281,712430.0,-2560.0,0.0,0.0,4082.067138671875,0.57,-4082.067138671875,False,False,True
Diakhaby,2,Valencia Club de Fútbol SAD,663570.0,-4082.0671,-0.62,659487.9328613281,663570.0,-524.0,0.0,0.0,4082.067138671875,0.62,-4082.067138671875,False,False,True
Gavi,3,Fútbol Club Barcelona,668122.0,-4082.0671,-0.61,664039.9328613281,668122.0,-714.0,0.0,0.0,4082.067138671875,0.61,-4082.067138671875,False,False,True
Juanlu,3,Sevilla Fútbol Club SAD,699037.0,-4082.0671,-0.58,694954.9328613281,699037.0,-2002.0,0.0,0.0,4082.067138671875,0.58,-4082.067138671875,False,False,True
Lenglet,2,Club Atlético de Madrid SAD,756906.0,-4710.6675,-0.62,752195.3325195312,756906.0,-4413.0,0.0,0.0,4710.66748046875,0.62,-4710.66748046875,False,False,True
Javi Rodríguez,2,Real Club Celta de Vigo SAD,658107.0,-4821.8794,-0.73,653285.1206054688,658107.0,-297.0,0.0,0.0,4821.87939453125,0.73,-4821.87939453125,False,False,True
Dela,2,Levante Unión Deportiva SAD,813351.0,-4822.3335,-0.59,808528.6665039062,813351.0,-3438.0,0.0,0.0,4822.33349609375,0.59,-4822.33349609375,False,False,True
Mendy,3,Sevilla Fútbol Club SAD,762657.0,-4938.7446,-0.65,757718.2553710938,602123.0,2036.0,-160534.0,-21.05,155595.25537109375,25.84,155595.25537109375,False,True,False
Ferran Jutglà,4,Real Club Celta de Vigo SAD,768840.0,-5248.901,-0.68,763591.0991210938,768840.0,-4911.0,0.0,0.0,5248.90087890625,0.68,-5248.90087890625,False,False,True
Parejo,3,Villarreal Club de Fútbol SAD,871622.0,-5360.567,-0.62,866261.4331054688,871622.0,-4990.0,0.0,0.0,5360.56689453125,0.62,-5360.56689453125,False,False,True
Pablo Torre,3,Real Club Deportivo Mallorca SAD,742687.0,-5450.48,-0.73,737236.5200195312,742687.0,-3821.0,0.0,0.0,5450.47998046875,0.73,-5450.47998046875,False,False,True
Blanco,3,Deportivo Alavés SAD,2543723.0,-6186.627,-0.24,2537536.373046875,2543723.0,-4690.0,0.0,0.0,6186.626953125,0.24,-6186.626953125,False,False,True
Domingos Duarte,2,Getafe Club de Fútbol SAD,1081193.0,-6287.2715,-0.58,1074905.728515625,1081193.0,-6636.0,0.0,0.0,6287.271484375,0.58,-6287.271484375,False,False,True
Aramburu,2,Real Sociedad de Fútbol SAD,785345.0,-6520.3228,-0.83,778824.6772460938,785345.0,-5598.0,0.0,0.0,6520.32275390625,0.83,-6520.32275390625,False,False,True
Bryan Gil,4,Girona Fútbol Club SAD,1837325.0,-7925.3877,-0.43,1829399.6123046875,1837325.0,-7282.0,0.0,0.0,7925.3876953125,0.43,-7925.3876953125,False,False,True
Gazzaniga,1,Girona Fútbol Club SAD,1631959.0,-8386.07,-0.51,1623572.9296875,1631959.0,-9208.0,0.0,0.0,8386.0703125,0.51,-8386.0703125,False,False,True
Szczesny,1,Fútbol Club Barcelona,853560.0,-9369.789,-1.1,844190.2109375,853560.0,-8441.0,0.0,0.0,9369.7890625,1.1,-9369.7890625,False,False,True
Pau López,1,Real Betis Balompié SAD,867384.0,-9369.789,-1.08,858014.2109375,867384.0,-9017.0,0.0,0.0,9369.7890625,1.08,-9369.7890625,False,False,True
Vlachodimos,1,Sevilla Fútbol Club SAD,1602563.0,-9964.387,-0.62,1592598.61328125,1602563.0,-26749.0,0.0,0.0,9964.38671875,0.62,-9964.38671875,False,False,True
Pepelu,3,Valencia Club de Fútbol SAD,4995212.0,-11196.123,-0.22,4984015.876953125,4995212.0,-14461.0,0.0,0.0,11196.123046875,0.22,-11196.123046875,False,False,True
Starfelt,2,Real Club Celta de Vigo SAD,4426594.0,-13426.999,-0.3,4413167.0009765625,4426594.0,-11167.0,0.0,0.0,13426.9990234375,0.3,-13426.9990234375,False,False,True
Zubeldia,2,Real Sociedad de Fútbol SAD,2696216.0,-13653.245,-0.51,2682562.7548828125,2696216.0,-15928.0,0.0,0.0,13653.2451171875,0.51,-13653.2451171875,False,False,True
Aitor Ruibal,4,Real Betis Balompié SAD,1687317.0,-13861.288,-0.82,1673455.7119140625,1687317.0,-14581.0,0.0,0.0,13861.2880859375,0.82,-13861.2880859375,False,False,True
Aleñá,3,Deportivo Alavés SAD,2394786.0,-14648.144,-0.61,2380137.8564453125,2394786.0,-14935.0,0.0,0.0,14648.1435546875,0.61,-14648.1435546875,False,False,True
Carreira,2,Real Club Celta de Vigo SAD,1557405.0,-15056.639,-0.97,1542348.361328125,1557405.0,-16314.0,0.0,0.0,15056.638671875,0.97,-15056.638671875,False,False,True
Gayá,2,Valencia Club de Fútbol SAD,979458.0,-15110.533,-1.54,964347.466796875,979458.0,-13686.0,0.0,0.0,15110.533203125,1.54,-15110.533203125,False,False,True
Altimira,3,Real Betis Balompié SAD,993868.0,-15110.533,-1.52,978757.466796875,993868.0,-14287.0,0.0,0.0,15110.533203125,1.52,-15110.533203125,False,False,True
Leo Román,1,Real Club Deportivo Mallorca SAD,1543190.0,-15346.53,-0.99,1527843.4697265625,1543190.0,-15516.0,0.0,0.0,15346.5302734375,0.99,-15346.5302734375,False,False,True
Maffeo,2,Real Club Deportivo Mallorca SAD,1048539.0,-16037.896,-1.53,1032501.103515625,1048539.0,-16565.0,0.0,0.0,16037.896484375,1.53,-16037.896484375,False,False,True
Martim Neto,3,Elche Club de Fútbol SAD,4259897.0,-19953.877,-0.47,4239943.123046875,4259897.0,-19811.0,0.0,0.0,19953.876953125,0.47,-19953.876953125,False,False,True
Iñaki Peña,1,Elche Club de Fútbol SAD,1556564.0,-21696.209,-1.39,1534867.791015625,1556564.0,-23249.0,0.0,0.0,21696.208984375,1.39,-21696.208984375,False,False,True
Jan Virgili,4,Real Club Deportivo Mallorca SAD,6997330.0,-22289.996,-0.32,6975040.00390625,6997330.0,-21730.0,0.0,0.0,22289.99609375,0.32,-22289.99609375,False,False,True
Riquelme,3,Real Betis Balompié SAD,1282315.0,-26580.525,-2.07,1255734.474609375,1282315.0,-26306.0,0.0,0.0,26580.525390625,2.07,-26580.525390625,False,False,True
Le Normand,2,Club Atlético de Madrid SAD,7814340.0,-26597.486,-0.34,7787742.513671875,7814340.0,-23656.0,0.0,0.0,26597.486328125,0.34,-26597.486328125,False,False,True
Valjent,2,Real Club Deportivo Mallorca SAD,2266947.0,-30694.742,-1.35,2236252.2578125,2266947.0,-30014.0,0.0,0.0,30694.7421875,1.35,-30694.7421875,False,False,True
Sivera,1,Deportivo Alavés SAD,2433007.0,-33635.055,-1.38,2399371.9453125,2433007.0,-37736.0,0.0,0.0,33635.0546875,1.38,-33635.0546875,False,False,True
Witsel,3,Girona Fútbol Club SAD,1521735.0,-35063.215,-2.3,1486671.78515625,1521735.0,-36281.0,0.0,0.0,35063.21484375,2.3,-35063.21484375,False,False,True
Laporte,2,Athletic Club,7371770.0,-37350.668,-0.51,7334419.33203125,7371770.0,-31783.0,0.0,0.0,37350.66796875,0.51,-37350.66796875,False,False,True
Jonny Otto,2,Deportivo Alavés SAD,1707556.0,-39746.617,-2.33,1667809.3828125,1707556.0,-39534.0,0.0,0.0,39746.6171875,2.33,-39746.6171875,False,False,True
Gonzalo,4,Real Madrid Club de Fútbol,2754160.0,-42341.785,-1.54,2711818.21484375,2754160.0,-40956.0,0.0,0.0,42341.78515625,1.54,-42341.78515625,False,False,True
Agoumé,3,Sevilla Fútbol Club SAD,2186229.0,-44362.746,-2.03,2141866.25390625,2186229.0,-43023.0,0.0,0.0,44362.74609375,2.03,-44362.74609375,False,False,True
Ter Stegen,1,Girona Fútbol Club SAD,2048671.0,-44699.92,-2.18,2003971.078125,2048671.0,-53721.0,0.0,0.0,44699.921875,2.18,-44699.921875,False,False,True
Diego López,4,Valencia Club de Fútbol SAD,2163803.0,-51062.508,-2.36,2112740.4921875,2163803.0,-51696.0,0.0,0.0,51062.5078125,2.36,-51062.5078125,False,False,True
Areso,2,Athletic Club,2483787.0,-51062.508,-2.06,2432724.4921875,2483787.0,-51874.0,0.0,0.0,51062.5078125,2.06,-51062.5078125,False,False,True
Javi Guerra,3,Valencia Club de Fútbol SAD,2101651.0,-51805.15,-2.46,2049845.8515625,2101651.0,-52385.0,0.0,0.0,51805.1484375,2.46,-51805.1484375,False,False,True
Javi Rueda,2,Real Club Celta de Vigo SAD,2946642.0,-53982.74,-1.83,2892659.26171875,2946642.0,-54159.0,0.0,0.0,53982.73828125,1.83,-53982.73828125,False,False,True
Hugo Duro,4,Valencia Club de Fútbol SAD,3372004.0,-56094.598,-1.66,3315909.40234375,3372004.0,-48563.0,0.0,0.0,56094.59765625,1.66,-56094.59765625,False,False,True
Trent,2,Real Madrid Club de Fútbol,7428545.0,-58625.547,-0.79,7369919.453125,7428545.0,-46876.0,0.0,0.0,58625.546875,0.79,-58625.546875,False,False,True
Paredes,2,Athletic Club,5418245.0,-59218.25,-1.09,5359026.75,5418245.0,-69209.0,0.0,0.0,59218.25,1.09,-59218.25,False,False,True
Carvajal,2,Real Madrid Club de Fútbol,4113414.0,-62233.836,-1.51,4051180.1640625,4113414.0,-63722.0,0.0,0.0,62233.8359375,1.51,-62233.8359375,False,False,True
David Soria,1,Getafe Club de Fútbol SAD,5286923.0,-62916.773,-1.19,5224006.2265625,5286923.0,-66033.0,0.0,0.0,62916.7734375,1.19,-62916.7734375,False,False,True
Tárrega,2,Valencia Club de Fútbol SAD,3327555.0,-69727.336,-2.1,3257827.6640625,3327555.0,-72759.0,0.0,0.0,69727.3359375,2.1,-69727.3359375,False,False,True
Moncayola,3,Club Atlético Osasuna,5454104.0,-75980.39,-1.39,5378123.609375,5454104.0,-110710.0,0.0,0.0,75980.390625,1.39,-75980.390625,False,False,True
Raíllo,2,Real Club Deportivo Mallorca SAD,3602532.0,-76615.586,-2.13,3525916.4140625,3602532.0,-75566.0,0.0,0.0,76615.5859375,2.13,-76615.5859375,False,False,True
Yuri,2,Athletic Club,7968868.0,-83117.516,-1.04,7885750.484375,7968868.0,-61873.0,0.0,0.0,83117.515625,1.04,-83117.515625,False,False,True
Nico Williams,4,Athletic Club,59236548.0,-85110.67,-0.14,59151437.328125,59236548.0,-148751.0,0.0,0.0,85110.671875,0.14,-85110.671875,False,False,True
Sørloth,4,Club Atlético de Madrid SAD,10429791.0,-88369.16,-0.85,10341421.84375,10429791.0,-73538.0,0.0,0.0,88369.15625,0.85,-88369.15625,False,False,True
Agirrezabala,1,Valencia Club de Fútbol SAD,3360297.0,-88711.65,-2.64,3271585.3515625,3360297.0,-89549.0,0.0,0.0,88711.6484375,2.64,-88711.6484375,False,False,True
Tsygankov,4,Girona Fútbol Club SAD,6641010.0,-95059.7,-1.43,6545950.296875,6641010.0,-101184.0,0.0,0.0,95059.703125,1.43,-95059.703125,False,False,True
Carmona,2,Sevilla Fútbol Club SAD,4307965.0,-96714.555,-2.25,4211250.4453125,4307965.0,-97949.0,0.0,0.0,96714.5546875,2.25,-96714.5546875,False,False,True
Unai Simón,1,Athletic Club,9535598.0,-100541.484,-1.05,9435056.515625,9535598.0,-90615.0,0.0,0.0,100541.484375,1.05,-100541.484375,False,False,True
Isi,4,Rayo Vallecano de Madrid SAD,10358386.0,-112476.61,-1.09,10245909.390625,10358386.0,-127184.0,0.0,0.0,112476.609375,1.09,-112476.609375,False,False,True
Renato Veiga,2,Villarreal Club de Fútbol SAD,10318686.0,-113646.28,-1.1,10205039.71875,10318686.0,-112975.0,0.0,0.0,113646.28125,1.1,-113646.28125,False,False,True
Mouriño,2,Villarreal Club de Fútbol SAD,7110283.0,-123055.91,-1.73,6987227.09375,7110283.0,-116974.0,0.0,0.0,123055.90625,1.73,-123055.90625,False,False,True
Koke,3,Club Atlético de Madrid SAD,19642347.0,-136083.05,-0.69,19506263.953125,19642347.0,-109837.0,0.0,0.0,136083.046875,0.69,-136083.046875,False,False,True
Bellerín,2,Real Betis Balompié SAD,5298397.0,-146215.19,-2.76,5152181.8125,5298397.0,-143734.0,0.0,0.0,146215.1875,2.76,-146215.1875,False,False,True
Rafa Marín,2,Villarreal Club de Fútbol SAD,9710187.0,-150756.81,-1.55,9559430.1875,9710187.0,-157144.0,0.0,0.0,150756.8125,1.55,-150756.8125,False,False,True
A. Batalla,1,Rayo Vallecano de Madrid SAD,8971001.0,-159989.83,-1.78,8811011.171875,8971001.0,-152123.0,0.0,0.0,159989.828125,1.78,-159989.828125,False,False,True
Dmitrovic,1,RCD Espanyol de Barcelona,10180866.0,-160878.33,-1.58,10019987.671875,10180866.0,-138590.0,0.0,0.0,160878.328125,1.58,-160878.328125,False,False,True
Isco,3,Real Betis Balompié SAD,11341343.0,-161518.7,-1.42,11179824.296875,11341343.0,-227560.0,0.0,0.0,161518.703125,1.42,-161518.703125,False,False,True
Tenaglia,2,Deportivo Alavés SAD,11290827.0,-162849.8,-1.44,11127977.203125,11290827.0,-166052.0,0.0,0.0,162849.796875,1.44,-162849.796875,False,False,True
Jauregizar,3,Athletic Club,24025882.0,-170119.56,-0.71,23855762.4375,24025882.0,-108393.0,0.0,0.0,170119.5625,0.71,-170119.5625,False,False,True
Griezmann,4,Club Atlético de Madrid SAD,13593011.0,-174962.27,-1.29,13418048.734375,13593011.0,-185895.0,0.0,0.0,174962.265625,1.29,-174962.265625,False,False,True
Rafa Mir,4,Elche Club de Fútbol SAD,7019712.0,-181214.64,-2.58,6838497.359375,7019712.0,-187449.0,0.0,0.0,181214.640625,2.58,-181214.640625,False,False,True
Foyth,2,Villarreal Club de Fútbol SAD,7058082.0,-200425.11,-2.84,6857656.890625,7058082.0,-194579.0,0.0,0.0,200425.109375,2.84,-200425.109375,False,False,True
Courtois,1,Real Madrid Club de Fútbol,50961167.0,-213243.45,-0.42,50747923.546875,50961167.0,-147211.0,0.0,0.0,213243.453125,0.42,-213243.453125,False,False,True
Vivian,2,Athletic Club,9605593.0,-221186.73,-2.3,9384406.265625,9605593.0,-223227.0,0.0,0.0,221186.734375,2.3,-221186.734375,False,False,True
Antony,4,Real Betis Balompié SAD,103847643.0,-256904.17,-0.25,103590738.828125,103847643.0,-341692.0,0.0,0.0,256904.171875,0.25,-256904.171875,False,False,True
Chavarría,2,Rayo Vallecano de Madrid SAD,12346185.0,-264989.03,-2.15,12081195.96875,12346185.0,-269423.0,0.0,0.0,264989.03125,2.15,-264989.03125,False,False,True
Berenguer,4,Athletic Club,18312036.0,-284640.12,-1.55,18027395.875,18312036.0,-288751.0,0.0,0.0,284640.125,1.55,-284640.125,False,False,True
Mbappé,4,Real Madrid Club de Fútbol,154347841.0,-290989.2,-0.19,154056851.8125,154347841.0,-370938.0,0.0,0.0,290989.1875,0.19,-290989.1875,False,False,True
Pere Milla,4,RCD Espanyol de Barcelona,16738248.0,-304358.94,-1.82,16433889.0625,16738248.0,-302497.0,0.0,0.0,304358.9375,1.82,-304358.9375,False,False,True
Bartra,2,Real Betis Balompié SAD,42017130.0,-304931.8,-0.73,41712198.1875,42017130.0,-273391.0,0.0,0.0,304931.8125,0.73,-304931.8125,False,False,True
Natan,2,Real Betis Balompié SAD,39188290.0,-326692.97,-0.83,38861597.03125,39188290.0,-397648.0,0.0,0.0,326692.96875,0.83,-326692.96875,False,False,True
Affengruber,2,Elche Club de Fútbol SAD,14203588.0,-334678.16,-2.36,13868909.84375,14203588.0,-338298.0,0.0,0.0,334678.15625,2.36,-334678.15625,False,False,True
Gerard Martín,2,Fútbol Club Barcelona,18320447.0,-367509.06,-2.01,17952937.9375,18320447.0,-372533.0,0.0,0.0,367509.0625,2.01,-367509.0625,False,False,True
Etta Eyong,4,Levante Unión Deportiva SAD,22779033.0,-383612.84,-1.68,22395420.15625,22779033.0,-387554.0,0.0,0.0,383612.84375,1.68,-383612.84375,False,False,True
Álex Baena,3,Club Atlético de Madrid SAD,56193846.0,-406079.06,-0.72,55787766.9375,56193846.0,-341355.0,0.0,0.0,406079.0625,0.72,-406079.0625,False,False,True
Giuliano,4,Club Atlético de Madrid SAD,52934707.0,-420565.0,-0.79,52514142.0,52934707.0,-340763.0,0.0,0.0,420565.0,0.79,-420565.0,False,False,True
Lejeune,2,Rayo Vallecano de Madrid SAD,40497535.0,-447374.03,-1.1,40050160.96875,40497535.0,-281897.0,0.0,0.0,447374.03125,1.1,-447374.03125,False,False,True
Comesaña,3,Villarreal Club de Fútbol SAD,22698545.0,-458348.28,-2.02,22240196.71875,22698545.0,-474685.0,0.0,0.0,458348.28125,2.02,-458348.28125,False,False,True
Cucho,4,Real Betis Balompié SAD,59684466.0,-585972.56,-0.98,59098493.4375,59684466.0,-659873.0,0.0,0.0,585972.5625,0.98,-585972.5625,False,False,True
Brais Méndez,3,Real Sociedad de Fútbol SAD,31063492.0,-603304.9,-1.94,30460187.125,31063492.0,-602960.0,0.0,0.0,603304.875,1.94,-603304.875,False,False,True
Barrenetxea,3,Real Sociedad de Fútbol SAD,27192829.0,-722410.4,-2.66,26470418.625,27192829.0,-718911.0,0.0,0.0,722410.375,2.66,-722410.375,False,False,True
Rodrygo,4,Real Madrid Club de Fútbol,50402580.0,-1386706.4,-2.75,49015873.625,50402580.0,-1268650.0,0.0,0.0,1386706.375,2.75,-1386706.375,False,False,True
Pedri,3,Fútbol Club Barcelona,113265048.0,-1596161.4,-1.41,111668886.625,113265048.0,-1551112.0,0.0,0.0,1596161.375,1.41,-1596161.375,False,False,True
Raphinha,4,Fútbol Club Barcelona,146359211.0,-1645978.9,-1.12,144713232.125,146359211.0,-1928399.0,0.0,0.0,1645978.875,1.12,-1645978.875,False,False,True
Barrios,3,Club Atlético de Madrid SAD,65014218.0,-1680769.6,-2.59,63333448.375,65014218.0,-1706442.0,0.0,0.0,1680769.625,2.59,-1680769.625,False,False,True
Bellingham,3,Real Madrid Club de Fútbol,101868713.0,-2377685.5,-2.33,99491027.5,101868713.0,-2586603.0,0.0,0.0,2377685.5,2.33,-2377685.5,False,False,True
